code,krName,enName,ipoDate,exchange
10170,대한광통신,"TAIHAN Fiberoptics Co.,LTD",1994/11/07,KOSDAQ
60900,대한그린파워,Daehan Green Power Corporation,2002/09/17,KOSDAQ
54670,대한뉴팜,"DAEHAN NEW PHARM CO., LTD.",2002/02/26,KOSDAQ
1070,대한방직,TaihanTextile,1973/12/28,KOSPI
23910,대한약품,DaihanPharmaceutical,1994/11/23,KOSDAQ
6650,대한유화,KOREA PETRO CHEMICAL IND,1999/08/11,KOSPI
1440,대한전선,TaihanElectricWire,1968/12/27,KOSPI
84010,대한제강,Daehan Steel Co. Ltd.,2005/10/31,KOSPI
1795,대한제당우,TS(1P),1995/01/21,KOSPI
1790,대한제당,TS,1968/12/27,KOSPI
1130,대한제분,DaehanFlourMill,1970/11/25,KOSPI
3495,대한항공우,KoreanAirLines(1P),1990/03/31,KOSPI
3490,대한항공,KoreanAirLines,1966/03/18,KOSPI
5880,대한해운,KoreaLine,1992/04/23,KOSPI
3830,대한화섬,DaehanSyntheticFibrer,1985/12/23,KOSPI
16090,대현,Daehyun,1990/09/20,KOSPI
69460,대호에이엘,DAEHOAL,2002/11/11,KOSPI
21040,대호피앤씨,"DAEHO P&C CO., LTD",1996/08/27,KOSDAQ
21045,대호피앤씨우,"DAEHO P&C CO., LTD(1P)",2001/09/13,KOSDAQ
67080,대화제약,"DAE HWA PHARM CO., LTD",2003/02/14,KOSDAQ
161570,THE MIDONG,"THE MIDONG Co,. Ltd",2013/11/13,KOSDAQ
298540,더네이쳐홀딩스,"THE NATURE HOLDINGS CO., LTD",2020/07/27,KOSDAQ
192080,더블유게임즈,DoubleUGames,2019/03/12,KOSPI
73570,WI,"WI Co.,Ltd.",2004/01/06,KOSDAQ
299170,더블유에스아이,"WSI Co., Ltd.",2018/09/21,KOSDAQ
35290,더블유에프엠,WFM Inc.,1999/12/07,KOSDAQ
52300,W홀딩컴퍼니,"W Holding Company Co., Ltd.",2001/08/02,KOSDAQ
89230,THE E&M,"THE E&M Co., Ltd.",2006/10/10,KOSDAQ
12510,더존비즈온,DOUZONE BIZON,1988/10/28,KOSPI
302920,더콘텐츠온,TCO,2018/08/13,KONEX
213420,덕산네오룩스,"DUK SAN NEOLUX CO.,LTD",2015/02/06,KOSDAQ
317330,덕산테코피아,"Duksan Techopia Co., Ltd.",2019/08/02,KOSDAQ
77360,덕산하이메탈,"DUK SAN HI METAL CO.,LTD.",2005/10/14,KOSDAQ
4835,덕성우,Duksung(1P),1989/12/19,KOSPI
4830,덕성,Duksung,1987/09/25,KOSPI
90410,덕신하우징,"DUCKSHIN HOUSING CO., LTD.",2014/08/01,KOSDAQ
24900,덕양산업,DuckYangIndustry,1997/06/23,KOSPI
263600,덕우전자,"DERKWOO ELECTRONICS CO.,LTD.",2017/08/28,KOSDAQ
194480,데브시스터즈,Devsisters corporation,2014/10/06,KOSDAQ
348840,데이드림엔터,Daydream,2020/08/18,KONEX
263800,데이타솔루션,"Datasolution, Inc.",2017/08/03,KOSDAQ
199150,데이터스트림즈,Data Streams Corp.,2014/06/25,KONEX
206560,덱스터,"Dexter studios Co., Ltd.",2015/12/22,KOSDAQ
261200,덴티스,"DENTIS CO.,LTD",2017/06/26,KOSDAQ
145720,덴티움,DENTIUM,2017/03/15,KOSPI
227420,도부마스크,DOBU MASK,2016/12/28,KONEX
67990,도이치모터스,DEUTSCH MOTORS INC.,2004/12/03,KOSDAQ
2150,도화엔지니어링,DOHWA ENGINEERING,2010/08/12,KOSPI
6620,동구바이오제약,"DongKoo Bio & Pharma Co., Ltd.",2018/02/13,KOSDAQ
5160,동국산업,DONGKUK INDUSTRIES COMPANY,1999/06/25,KOSDAQ
75970,동국알앤에스,"DONGKUK REFRACTORIES & STEEL CO., LTD.",2004/02/13,KOSDAQ
100130,동국S&C,DONGKUK STRUCTURES & CONSTRUCTION COMPANY LIMITED,2009/08/31,KOSDAQ
1230,동국제강,DongkukSteelMill,1988/05/09,KOSPI
86450,동국제약,"DongKook Pharmaceutical Co.,Ltd.",2007/05/29,KOSDAQ
4140,동방,DongbangTransport&Logistics,1988/08/10,KOSPI
99410,동방선기,"Dongbang Ship Machinery Co., Ltd",2009/11/10,KOSDAQ
7590,동방아그로,DongbangAgro,1977/06/29,KOSPI
5965,동부건설우,Dongbu(1P),1990/06/21,KOSPI
5960,동부건설,Dongbu Corporation,1978/10/30,KOSPI
26960,동서,DONGSUH,2016/07/15,KOSPI
2210,동성제약,DongsungPharmaceutical,1990/01/19,KOSPI
102260,동성코퍼레이션,DONGSUNG CORPORATION,2008/06/23,KOSPI
33500,동성화인텍,"DONGSUNG FINETEC CO., Ltd",1997/12/19,KOSDAQ
5190,동성화학,DongsungChemical,1988/07/01,KOSPI
25950,동신건설,DongshinEngineering&Construction,1995/08/07,KOSDAQ
640,동아쏘시오홀딩스,Dong-A Socio Holdings,1970/02/10,KOSPI
170900,동아에스티,Donga ST,2013/04/08,KOSPI
88130,동아엘텍,"DONG A ELTEK Co., Ltd",2007/01/03,KOSDAQ
28100,동아지질,Dong-Ah Geological Engineering Company,2009/06/12,KOSPI
282690,동아타이어,DONG AH TIRE,2017/11/29,KOSPI
41930,동아화성,"DONG-A HWA SUNG CO.,LTD",2001/12/26,KOSDAQ
1525,동양우,TONGYANG(1P),1989/09/30,KOSPI
1527,동양2우B,TONGYANG(2PB),1999/01/28,KOSPI
1529,동양3우B,TONGYANG(3PB),2007/08/03,KOSPI
84670,동양고속,DONGYANG EXPRESS CORP.,2005/07/25,KOSPI
2900,동양물산,TongyangMoolsan,1973/06/26,KOSPI
1520,동양,TONGYANG,1976/06/25,KOSPI
82640,동양생명,TONGYANG LIFE INSURANCE,2009/10/08,KOSPI
60380,동양에스텍,"Dongyang S·TEC Co., Ltd.",2002/02/05,KOSDAQ
79960,동양이엔피,DONGYANG E&P INC.,2005/02/01,KOSDAQ
8970,동양철관,DongyangSteelPipe,1977/03/05,KOSPI
228340,동양파일,"TONGYANG PILE, Inc.",2016/04/06,KOSDAQ
92780,동양피스톤,DONGYANG PISTON,2017/12/08,KOSPI
88910,동우팜투테이블,"DONGWOO FARM TO TABLE CO., LTD",2006/06/23,KOSDAQ
94170,동운아나텍,"DONGWOON ANATECH CO.,LTD.",2015/06/30,KOSDAQ
49770,동원F&B,"DongwonF&B Co.,Ltd.",2000/11/23,KOSPI
13120,동원개발,DongwonDevelopment,1994/12/29,KOSDAQ
18500,동원금속,DONGWON METAL,1995/11/10,KOSPI
6040,동원산업,DongwonIndustries,1989/03/07,KOSPI
30720,동원수산,DongwonFisheries,1996/11/22,KOSPI
14825,동원시스템즈우,Dongwon Systems Corporation(1P),1995/01/21,KOSPI
14820,동원시스템즈,Dongwon Systems Corporation,1994/03/29,KOSPI
163560,동일고무벨트,DRB Industrial,2012/10/19,KOSPI
109860,동일금속,"DONGIL METAL CO., LTD.",2009/07/28,KOSDAQ
32960,동일기연,DongilTechnology,1997/07/18,KOSDAQ
4890,동일산업,"DONGILINDUSTRIESCO.,LTD",2005/06/30,KOSPI
2690,동일제강,"DONG IL STEEL MFG CO., LTD",2015/09/24,KOSPI
23790,동일철강,DongilSteel,1994/11/07,KOSDAQ
5290,동진쎄미켐,"DONGJIN SEMICHEM CO., LTD.",1999/12/21,KOSDAQ
25900,동화기업,"DONGWHA ENTERPRISE CO., LTD.",1995/08/07,KOSDAQ
20,동화약품,DongwhaPharm,1976/03/24,KOSPI
155,두산우,DOOSAN(1P),1986/07/31,KOSPI
157,두산2우B,DOOSAN(2PB),1999/12/03,KOSPI
241560,두산밥캣,Doosan Bobcat,2016/11/18,KOSPI
150,두산,DOOSAN,1973/06/29,KOSPI
42670,두산인프라코어,Doosan Infracore,2001/02/02,KOSPI
34020,두산중공업,DoosanHeavyIndustriesandConstruction,2000/10/25,KOSPI
33626K,두산퓨얼셀1우,Doosan Fuel Cell(1P),2019/10/18,KOSPI
33626L,두산퓨얼셀2우B,Doosan Fuel Cell(2PB),2019/10/18,KOSPI
336260,두산퓨얼셀,Doosan Fuel Cell,2019/10/18,KOSPI
16740,두올,DUAL,2016/07/29,KOSPI
73190,듀오백,"DUOBACK CO., LTD.",2004/02/06,KOSDAQ
176750,듀켐바이오,"DuChemBio Co.,LTD.",2014/12/29,KONEX
30350,드래곤플라이,"Dragonfly GF Co., Ltd.",1997/11/10,KOSDAQ
203650,드림시큐리티,"Dream Security Co.,Ltd.",2014/10/13,KOSDAQ
223250,드림씨아이에스,DreamCIS INC.,2020/05/22,KOSDAQ
60570,드림어스컴퍼니,Dreamus Company,2003/12/19,KOSDAQ
192650,드림텍,DREAMTECH,2019/03/14,KOSPI
217620,디딤,Didim Inc.,2015/06/10,KOSDAQ
187870,디바이스이엔지,"Device ENG CO.,Ltd",2017/12/20,KOSDAQ
367340,DB금융스팩8호,"DB Finance No.8 Special Purpose Acquisition Co., Ltd.",2020/12/09,KOSDAQ
66670,디스플레이텍,"Display Tech Co.,Ltd",2002/12/30,KOSDAQ
24090,디씨엠,DCMCorp.,1999/08/18,KOSPI
3160,디아이,DI,1996/07/31,KOSPI
92200,디아이씨,DAE-IL Corporation,2007/10/18,KOSPI
110990,디아이티,"Digital Imaging Technology, Inc.",2018/08/07,KOSDAQ
4840,DRB동일,"DRB Holding Co.,Ltd",1976/05/21,KOSPI
263690,디알젬,DRGEM CORPORATION,2018/11/22,KOSDAQ
214680,디알텍,DRTECH Corporation,2015/04/20,KOSDAQ
263720,디앤씨미디어,"D&C MEDIA CO.,LTD.",2017/08/01,KOSDAQ
241520,DSC인베스트먼트,DSC Investment Inc.,2016/12/19,KOSDAQ
109740,디에스케이,"DSK Co.,Ltd.",2009/09/23,KOSDAQ
33430,디에스티,"DST Co., Ltd.",1998/05/25,KOSDAQ
131030,디에이치피코리아,"DHP KOREA.CO., Ltd",2010/12/03,KOSDAQ
196490,디에이테크놀로지,"DA Technology Co.,Ltd.",2014/11/19,KOSDAQ
66900,디에이피,"DAP Co., Ltd",2004/05/14,KOSDAQ
127120,디엔에이링크,"DNA Link, Inc",2011/12/26,KOSDAQ
92070,디엔에프,"DNF Co., Ltd.",2007/11/16,KOSDAQ
68790,DMS,"DMS Co.,Ltd.",2004/10/01,KOSDAQ
134580,디엠티,"Digital Multimedia Technology Co.,Ltd.",2013/11/26,KOSDAQ
39840,디오,DIO Corporation,2000/06/29,KOSDAQ
196450,디오스텍,"DIOSTECH Co., Ltd",2014/06/02,KOSDAQ
13570,디와이,DY Corporation,1989/05/30,KOSPI
210540,디와이파워,DY POWER Corporation,2015/01/15,KOSPI
104460,디와이피엔에프,"DYPNF CO.,LTD",2009/12/22,KOSDAQ
79810,디이엔티,"DE&T Co., Ltd.",2005/01/26,KOSDAQ
227100,디자인,"DESIGN Co., Ltd.",2018/11/15,KOSDAQ
113810,디젠스,"Dgenx Co., Ltd.",2012/11/22,KOSDAQ
43360,디지아이,Digital Graphics Incorporation,2001/07/20,KOSDAQ
197140,디지캡,DigiCAP,2018/09/07,KOSDAQ
106520,디지탈옵틱,"Digital Optics Co., Ltd.",2012/07/13,KOSDAQ
68930,디지털대성,"Digital Daesung Co., Ltd.",2003/10/17,KOSDAQ
33130,디지틀조선,DigitalChosun,1997/08/06,KOSDAQ
105740,디케이락,DK-Lok Corporation,2010/11/12,KOSDAQ
263020,디케이앤디,DK&D,2018/11/20,KOSDAQ
290550,디케이티,"DK Tech Co., Ltd.",2018/12/21,KOSDAQ
7340,디티알오토모티브,DTR AUTOMOTIVE CORPORATION,1988/09/24,KOSPI
187220,디티앤씨,"DT&C.co.,ltd.",2014/12/17,KOSDAQ
26890,디피씨,DigitalPowerCommunications,1997/11/25,KOSPI
163430,디피코,DPECO,2018/05/16,KONEX
131180,딜리,"DILLI ILLUSTRATE INC.,",2011/01/31,KOSDAQ
317120,라닉스,RANIX INC.,2019/09/18,KOSDAQ
42510,라온시큐어,"RaonSecure Co., Ltd.",2001/01/03,KOSDAQ
232680,라온테크,RAONTEC,2015/12/15,KONEX
300120,라온피플,LaonPeople Inc.,2019/10/18,KOSDAQ
50120,라이브플렉스,"LIVEPLEX CO., LTD.",2002/04/25,KOSDAQ
171120,라이온켐텍,"LION CHEMTECH CO., Ltd.",2013/11/19,KOSDAQ
69540,라이트론,LIGHTRON INC.,2004/02/13,KOSDAQ
285770,라이프사이언스테크놀로지,Life Science Technology,2017/12/21,KONEX
214260,라파스,"Raphas Co., Ltd.",2019/11/11,KOSDAQ
115390,락앤락,"LOCK&LOCK CO.,LTD.",2010/01/28,KOSPI
200350,래몽래인,"RaemongRaein.Co.,Ltd",2014/12/24,KONEX
171010,램테크놀러지,"RAM TECHNOLOGY CO., LTD.",2013/11/18,KOSDAQ
84650,랩지노믹스,"LabGenomics. Co., Ltd.",2014/12/16,KOSDAQ
217500,러셀,"RUSSELL CO., LTD.",2015/06/16,KOSDAQ
92590,럭스피아,Luxpia,2015/10/30,KONEX
33600,럭슬,"LUXL CO., LTD.",2000/11/21,KOSDAQ
141080,레고켐바이오,LegoChem Biosciences Inc.,2013/05/10,KOSDAQ
60300,레드로버,"REDROVER CO.,LTD",2002/01/10,KOSDAQ
38390,레드캡투어,"RedcapTour Co., Ltd.",2000/02/01,KOSDAQ
294140,레몬,LEMON COMPANY LIMITED,2020/02/28,KOSDAQ
228670,레이,"Ray Co., Ltd.",2019/08/08,KOSDAQ
228850,레이언스,"RAYENCE CO., LTD.",2016/04/11,KOSDAQ
281740,레이크머티리얼즈,"Lake Materials Co., Ltd.",2017/12/12,KOSDAQ
277810,레인보우로보틱스,Rainbow Robotics,2021/02/03,KOSDAQ
215100,로보로보,"RoboRobo Co., Ltd.",2015/04/22,KOSDAQ
90360,로보스타,"Robostar Co.,Ltd.",2011/10/17,KOSDAQ
238500,로보쓰리,Robo3,2016/04/20,KONEX
108490,로보티즈,ROBOTIS,2018/10/26,KOSDAQ
900260,로스웰,"Rothwell International Co., Limited",2016/06/30,KOSDAQ
67730,로지시스,LOGISYS INC.,2015/07/29,KOSDAQ
71280,로체시스템즈,RORZE SYSTEMS CORPORATION,2003/11/14,KOSDAQ
32350,롯데관광개발,"LOTTE TOUR DEVELOPMENT CO., LTD",2006/06/08,KOSPI
330590,롯데리츠,LOTTE REIT,2019/10/30,KOSPI
400,롯데손해보험,LotteNon-LifeInsurance,1971/04/16,KOSPI
23530,롯데쇼핑,"LOTTE SHOPPING CO., LTD.",2006/02/09,KOSPI
4000,롯데정밀화학,LOTTE Fine Chemical,1976/04/15,KOSPI
286940,롯데정보통신,LOTTE DATA COMMUNICATION COMPANY,2018/07/27,KOSPI
280360,롯데제과,LOTTE CONF,2017/10/30,KOSPI
00499K,롯데지주우,Lotte Corporation(1P),2017/10/30,KOSPI
4990,롯데지주,Lotte Corporation,1974/02/16,KOSPI
5305,롯데칠성우,LotteChilsungBeverage(1P),1989/09/21,KOSPI
5300,롯데칠성,LotteChilsungBeverage,1973/06/21,KOSPI
11170,롯데케미칼,LOTTE CHEMICAL CORPORATION,1991/05/30,KOSPI
2270,롯데푸드,LotteFood,1973/05/09,KOSPI
71840,롯데하이마트,LOTTE Himart,2011/06/29,KOSPI
38060,루멘스,"LUMENS CO., LTD.",2006/08/08,KOSDAQ
162120,루켄테크놀러지스,LUKEN Technologies,2017/07/25,KONEX
253610,루트락,Rootloc,2020/12/24,KONEX
85370,루트로닉,Lutronic Corporation,2006/07/04,KOSDAQ
08537M,루트로닉3우C,Lutronic(3PC),2016/12/15,KOSDAQ
60240,룽투코리아,LONGTU KOREA Inc.,2002/01/04,KOSDAQ
58470,리노공업,LEENO Industrial Inc,2001/12/18,KOSDAQ
39980,리노스,LEENOS CORP.,2002/08/13,KOSDAQ
19570,리더스 기술투자,"Leaders Technology Investment Co.,Ltd",1989/03/14,KOSDAQ
16100,리더스코스메틱,"LEADERS COSMETICS CO.,LTD.",2003/01/15,KOSDAQ
12700,리드코프,"The LEADCORP, Inc.",1996/01/19,KOSDAQ
302550,리메드,"REMED CO.,LTD.",2019/12/06,KOSDAQ
29480,릭스솔루션,"Lix Solution Co.,Ltd.",1996/08/27,KOSDAQ
277070,린드먼아시아,Lindeman Asia Investment Corporation,2018/03/14,KOSDAQ
42500,링네트,"RingNet Co., Ltd.",2002/01/10,KOSDAQ
219420,링크제니시스,"Linkgenesis Co., Ltd.",2018/02/05,KOSDAQ
27740,마니커,MANIKER,2002/10/29,KOSPI
195500,마니커에프앤지,Maniker F&G,2019/08/20,KOSDAQ
222810,마이더스AI,"Midas AI Co.,Ltd.",2015/08/13,KOSDAQ
305090,마이크로디지탈,"Micro Digital Co., Ltd.",2019/06/05,KOSDAQ
147760,마이크로프랜드,Micro Friend Inc.,2016/12/12,KOSDAQ
169330,엠브레인,"Macromill Embrain Co., Ltd.",2020/07/01,KOSDAQ
38290,마크로젠,"Macrogen, Inc.",2000/02/22,KOSDAQ
204320,만도,Mando Corporation,2014/10/06,KOSPI
1080,만호제강,ManhoRope&Wire,1977/06/18,KOSPI
267980,매일유업,"Maeil Dairies Co., Ltd.",2017/06/05,KOSDAQ
5990,매일홀딩스,"MAEIL HOLDINGS CO., LTD.",1999/05/14,KOSDAQ
127160,매직마이크로,"MAGICMICRO CO.,LTD",2015/11/19,KOSDAQ
93520,매커스,"MAKUS, Inc.",2007/02/12,KOSDAQ
141070,맥스로텍,"MAXROTEC CO., LTD.",2012/11/16,KOSDAQ
88980,맥쿼리인프라,Macquarie Korea Infrastructure Fund,2006/03/15,KOSPI
100590,머큐리,Mercury Corporation,2018/12/14,KOSDAQ
67280,멀티캠퍼스,Multicampus Corporation,2006/11/16,KOSDAQ
72870,메가스터디,"MegaStudy Co., Ltd.",2004/12/21,KOSDAQ
215200,메가스터디교육,MegaStudyEdu Co. Ltd,2015/05/04,KOSDAQ
133750,메가엠디,"MegaMD Co., Ltd.",2015/12/18,KOSDAQ
235980,메드팩토,"MedPacto, Inc.",2019/12/19,KOSDAQ
200580,메디쎄이,MEDYSSEY,2015/10/20,KONEX
41920,메디아나,"MEDIANA Co.,LTD",2014/10/07,KOSDAQ
233250,메디안디노스틱,Median Diagnostics,2017/06/26,KONEX
14100,메디앙스,"Medience Co., LTD.",1995/01/03,KOSDAQ
236340,메디젠휴먼케어,Medizen Humancare,2016/01/26,KONEX
54180,메디콕스,"MEDICOX Co., Ltd.",2001/10/16,KOSDAQ
86900,메디톡스,Medy-Tox Inc.,2009/01/16,KOSDAQ
78160,메디포스트,"MEDIPOST CO., LTD.",2005/07/29,KOSDAQ
65650,메디프론,"Medifron DBT Co., Ltd.",2003/01/21,KOSDAQ
138040,메리츠금융지주,Meritz Financial Group,2011/05/13,KOSPI
8560,메리츠증권,MERITZ SECURITIES,1992/01/15,KOSPI
60,메리츠화재,Meritz Fire & Marine Insurance,1956/07/02,KOSPI
21880,메이슨캐피탈,MASON CAPITAL CORPORATION,1996/09/02,KOSDAQ
140410,메지온,"Mezzion Pharma Co., Ltd.",2012/01/20,KOSDAQ
241770,메카로,"MECARO.CO.,LTD.",2017/12/06,KOSDAQ
90370,메타랩스,METALABS,2006/12/26,KOSPI
59210,메타바이오메드,"META BIOMED.CO.,LTD",2008/04/15,KOSDAQ
327260,메탈라이프,"Metal-Life Co., Ltd.",2019/12/24,KOSDAQ
58110,멕아이씨에스,"MEKICS Co.,Ltd.",2015/12/14,KOSDAQ
96640,멜파스,Melfas Inc.,2009/12/18,KOSDAQ
17180,명문제약,MyungMoon Pharm,2008/07/10,KOSPI
257370,명성티엔에스,"Mstns Co.,Ltd.",2018/09/13,KOSDAQ
9900,명신산업,MYOUNG SHIN INDUSTRY,2020/12/07,KOSPI
267060,명진홀딩스,Myungjin Holdings,2017/08/24,KONEX
12690,모나리자,Monalisa,1988/10/14,KOSPI
5360,모나미,Monami,1974/06/26,KOSPI
80420,모다이노칩,"Moda-InnoChips Co., Ltd.",2005/12/06,KOSDAQ
80160,모두투어,MODETOUR NETWORK INC.,2005/07/26,KOSDAQ
204210,모두투어리츠,MODETOURREIT,2016/09/22,KOSPI
100030,모바일리더,"Mobileleader Co., Ltd.",2010/05/25,KOSDAQ
87260,모바일어플라이언스,"MOBILE APPLIANCE, INC.",2017/02/24,KOSDAQ
101330,모베이스,"MOBASE Co., Ltd.",2010/02/04,KOSDAQ
12860,모베이스전자,"MOBASE ELECTRONICS CO.,LTD.",1994/10/26,KOSDAQ
348030,모비릭스,MOBIRIX Corporation,2021/01/28,KOSDAQ
250060,모비스,"Mobiis Co., Ltd.",2016/09/08,KOSDAQ
33200,모아텍,"MOATECH CO., LTD.",1997/10/13,KOSDAQ
9680,모토닉,MOTONIC,1994/01/14,KOSPI
118990,모트렉스,"MOTREX CO.,LTD",2017/08/04,KOSDAQ
6920,모헨즈,"Mohenz. Co., Ltd",1989/01/05,KOSDAQ
1810,무림SP,"MOORIM SP CO., LTD.",2000/01/04,KOSDAQ
9200,무림페이퍼,MOORIM PAPER,1990/06/09,KOSPI
9580,무림P&P,Moorim P&P,1989/06/20,KOSPI
322970,무진메디,Moogene Medi,2020/06/24,KONEX
33920,무학,Muhak,2010/07/20,KOSPI
8420,문배철강,MoonbaeSteel,1994/11/05,KOSPI
279600,미디어젠,"MediaZen,Inc.",2019/11/05,KOSDAQ
28040,미래SCI,"MIRAE SCI CO., LTD.",1996/07/27,KOSDAQ
95500,미래나노텍,"MNTECH Co.,Ltd.",2007/10/01,KOSDAQ
25560,미래산업,MiraeCorporation,1996/11/22,KOSPI
218150,미래생명자원,"MILAE BIORESOURCES CO., LTD.",2015/06/18,KOSDAQ
7120,미래아이앤지,MiraeING,1999/11/26,KOSPI
6800,미래에셋대우,MIRAE ASSET DAEWOO,1975/09/30,KOSPI
6805,미래에셋대우우,MIRAE ASSET DAEWOO(1P),1989/04/08,KOSPI
00680K,미래에셋대우2우B,MIRAE ASSET DAEWOO(2PB),2018/03/14,KOSPI
353490,미래에셋대우스팩 5호,MIRAE ASSET DAEWOO SPECIAL PURPOSE ACQUISITION 5 COMPANY,2020/08/28,KOSDAQ
328380,미래에셋대우스팩3호,MIRAE ASSET DAEWOO SPECIAL PURPOSE ACQUISITION 3 COMPANY,2019/08/20,KOSDAQ
333430,미래에셋대우스팩4호,MIRAE ASSET DAEWOO SPECIAL PURPOSE ACQUISITION 4 COMPANY,2019/11/06,KOSDAQ
357250,미래에셋맵스리츠,Miraeasset Maps REIT 1,2020/08/05,KOSPI
94800,맵스리얼티1,MIRAEASSETMAPS ASIAPACIFIC REAL ESTATE 1,2007/04/09,KOSPI
100790,미래에셋벤처투자,"Mirae Asset Venture Investment Co., Ltd",2019/03/15,KOSDAQ
85620,미래에셋생명,"MIRAE ASSET Life Insurance CO., Ltd.",2015/07/08,KOSPI
208890,미래엔에듀파트너,"MiraeN Edupartner Co., Ltd.",2014/12/18,KONEX
49950,미래컴퍼니,meerecompany Incorporated,2005/01/04,KOSDAQ
213090,미래테크놀로지,"MIRAE TECHNOLOGY, CO., LTD.",2015/12/01,KOSDAQ
207760,미스터블루,Mr. Blue Corporation,2014/12/12,KOSDAQ
225850,미애부,Miev,2015/12/08,KONEX
2840,미원상사,MiwonCommercial,1989/09/25,KOSPI
268280,미원에스씨,Miwon Specialty Chemical,2017/05/22,KOSPI
107590,미원홀딩스,"Miwon Holdings Co.,Ltd.",2009/03/02,KOSPI
134380,미원화학,Miwon Chemicals,2011/02/15,KOSPI
3650,미창석유,MichangOilInd,1989/09/27,KOSPI
59090,미코,MiCo Ltd.,2002/01/15,KOSDAQ
214610,미코바이오메드,"MiCo BioMed Co., Ltd.",2020/10/22,KOSDAQ
201490,미투온,"Me2on Co., Ltd",2016/10/10,KOSDAQ
950190,미투젠,ME2ZEN Limited,2020/08/18,KOSDAQ
214180,민앤지,"Minwise Co.,Ltd.",2015/06/30,KOSDAQ
155900,바다로19호,Badaro No.19 Ship Investment Company,2012/06/29,KOSPI
206640,바디텍메드,Boditech Med Inc.,2014/12/29,KOSDAQ
18700,바른손,Barunson,1994/03/18,KOSDAQ
35620,바른손이앤에이,Barunson Entertainment & Arts Corporation,1999/08/13,KOSDAQ
64520,바른전자,"Barun Electronics Co., Ltd.",2002/12/04,KOSDAQ
53030,바이넥스,"Binex Co., Ltd.",2001/08/07,KOSDAQ
301300,바이브컴퍼니,VAIV company Inc.,2020/10/28,KOSDAQ
64550,바이오니아,BIONEER CORPORATION,2005/12/29,KOSDAQ
208710,바이오로그디바이스,"BIOLOG DEVICE CO., LTD",2014/12/24,KOSDAQ
142760,바이오리더스,Bioleaders Corporation,2016/07/07,KOSDAQ
86820,바이오솔루션,"Bio Solution Co.,Ltd.",2018/08/20,KOSDAQ
38460,바이오스마트,"BioSmart Co., Ltd.",2000/06/22,KOSDAQ
281310,바이오시네틱스,BIOSYNECTICS,2017/12/15,KONEX
266470,바이오인프라생명과학,BioInfra Life Science,2020/07/22,KONEX
216400,바이오코아,BIOCORE CO,2015/06/29,KONEX
86040,바이오톡스텍,"Biotoxtech Co., Ltd.",2007/09/21,KOSDAQ
199290,바이오프로테크,BIOPROTECH,2016/12/08,KONEX
32980,바이온,"BYON Co., Ltd.",1997/08/06,KOSDAQ
222160,바이옵트로,Bioptro,2016/03/10,KONEX
43150,바텍,"Value Added Technology Co., Ltd.",2006/09/29,KOSDAQ
323990,박셀바이오,Vaxcell-Bio Therapeutics,2020/09/22,KOSDAQ
3610,방림,Pangrim,1989/05/30,KOSPI
267790,배럴,"BARREL Co., Ltd.",2018/02/01,KOSDAQ
1340,백광산업,PaikkwangIndustrial,1976/06/10,KOSPI
46310,백금T&A,BG T&A Co.,2002/02/05,KOSDAQ
35150,백산,Baiksan,1999/08/11,KOSPI
36620,버추얼텍,VirtualTek Corporation,2000/01/11,KOSDAQ
66410,버킷스튜디오,"BUCKET STUDIO Co.,Ltd.",2003/12/19,KOSDAQ
2410,범양건영,BUMYANG CONSTRUCTION,1988/05/25,KOSPI
206400,베노홀딩스,"Benoholdings, lnc.",2014/12/10,KOSDAQ
19010,베뉴지,"VenueG Co.,Ltd.",1993/11/05,KOSDAQ
177350,베셀,"Vessel Co., Ltd",2015/06/19,KOSDAQ
299910,베스파,Vespa Inc.,2018/12/03,KOSDAQ
7210,벽산,Byuksan,1972/01/04,KOSPI
225530,보광산업,"BoKwang Industry Co.,Ltd",2015/12/17,KOSDAQ
250000,보라티알,"BORATR CO., Ltd.",2017/06/08,KOSDAQ
2760,보락,Bolak,1989/11/30,KOSPI
3850,보령제약,BoryungPharm,1988/10/24,KOSPI
6910,보성파워텍,"BOSUNG POWER TECHNOLOGY CO., LTD.",1994/09/07,KOSDAQ
890,보해양조,BohaeBrewery,1988/09/23,KOSPI
226340,본느,"Bonne Co., Ltd.",2015/11/05,KOSDAQ
206950,볼빅,Volvik,2015/12/30,KONEX
8470,부스타,"BOOSTER CO., LTD",2011/02/23,KOSDAQ
3000,부광약품,BukwangPharmaceutical,1988/08/05,KOSPI
1275,부국증권우,BookookSecurities(1P),1989/11/10,KOSPI
1270,부국증권,BookookSecurities,1988/07/19,KOSPI
26940,부국철강,Bookook Steel,2008/10/14,KOSPI
14470,부방,"Bubang Co., Ltd.",1994/02/25,KOSDAQ
15350,부산가스,BusanCityGas,1997/06/23,KOSPI
11390,부산산업,BusanIndustrial,1990/09/14,KOSPI
5030,부산주공,PusanCastIron,1975/12/26,KOSPI
100120,뷰웍스,"Vieworks Co., Ltd.",2009/04/10,KOSDAQ
337930,브랜드엑스코퍼레이션,"Brand X Co., Ltd.",2020/08/13,KOSDAQ
66980,브레인콘텐츠,"Brain Contents CO.,LTD.",2003/01/17,KOSDAQ
64480,브리지텍,BRIDGETEC Corp.,2008/06/04,KOSDAQ
288330,브릿지바이오테라퓨틱스,"BRIDGE BIOTHERAPEUTICS, INC.",2019/12/20,KOSDAQ
